Date,CAT,GE,HON,KO,PEP,PG
2010-02-09,36.16694641113281,54.1850471496582,23.973995208740234,16.62517547607422,37.58904266357422,39.09804153442383
2010-02-10,35.91020584106445,54.49767303466797,23.910600662231445,16.55745506286621,37.79560089111328,39.04104995727539
2010-02-11,37.93711471557617,54.77553939819336,24.233884811401367,16.689821243286133,38.30264663696289,39.224639892578125
2010-02-12,37.97090148925781,54.011390686035156,23.99934959411621,16.615942001342773,38.13362121582031,39.09804153442383
2010-02-16,38.59247970581055,55.71335983276367,24.67128562927246,16.874513626098633,38.37775421142578,39.77540588378906
2010-02-17,38.84920883178711,56.09543991088867,24.973472595214844,17.031490325927734,38.87852096557617,39.78807830810547
2010-02-18,39.05867385864258,56.408042907714844,25.459020614624023,17.21002769470215,39.14142990112305,40.12993240356445
2010-02-19,39.35594940185547,56.164894104003906,25.695396423339844,17.15154457092285,39.22280502319336,40.16790771484375
2010-02-22,39.207313537597656,56.44276428222656,25.65066909790039,17.04688262939453,39.066314697265625,40.14891815185547
2010-02-23,38.28169631958008,55.4007682800293,25.510120391845703,16.877592086791992,38.671966552734375,40.01597213745117
2010-02-24,38.48438262939453,55.99121856689453,25.925386428833008,16.979169845581055,38.8597526550293,40.44646453857422
2010-02-25,38.36952209472656,55.6417236328125,25.67622184753418,16.351213455200195,38.99746322631836,40.32617950439453
2010-02-26,38.545188903808594,56.131038665771484,25.657072067260742,16.22809410095215,39.1038818359375,40.06028366088867
2010-03-01,39.08570098876953,55.571815490722656,25.919002532958984,16.397390365600586,39.704795837402344,40.205894470214844
2010-03-02,39.288387298583984,55.571815490722656,25.98927116394043,16.406631469726562,39.93639373779297,40.33250045776367
2010-03-03,39.57216262817383,56.02618408203125,26.14261245727539,16.600553512573242,40.33354568481445,40.23120880126953
2010-03-04,39.4910774230957,56.305789947509766,26.30870246887207,16.766773223876953,40.415504455566406,40.30717086791992
2010-03-05,40.01808547973633,57.14459228515625,26.77507972717285,16.837570190429688,40.579429626464844,40.3198356628418
2010-03-08,39.8018798828125,56.864990234375,26.506755828857422,16.763700485229492,40.440731048583984,40.003299713134766
2010-03-09,39.984310150146484,57.63393783569336,27.005075454711914,16.67750358581543,40.5731086730957,40.07295227050781
2010-03-10,39.71403884887695,57.70381164550781,27.049785614013672,16.683664321899414,40.61723709106445,39.88936233520508
2010-03-11,39.79513168334961,57.598960876464844,27.228689193725586,16.634002685546875,40.95766067504883,39.99064636230469
2010-03-12,40.781558990478516,59.55622100830078,27.426733016967773,16.556425094604492,41.039615631103516,40.08561706542969
2010-03-15,40.18022918701172,60.43000793457031,27.45228385925293,16.649524688720703,41.701534271240234,40.32617950439453
2010-03-16,40.16672134399414,63.15613555908203,27.490619659423828,16.66504669189453,41.651119232177734,40.21855926513672
2010-03-17,40.68696212768555,63.05128860473633,27.41396713256836,16.70848846435547,41.96631622314453,40.52242660522461
2010-03-18,40.382930755615234,63.5755615234375,27.74616813659668,16.742624282836914,41.93479537963867,40.34516143798828
2010-03-19,40.112667083740234,63.15613555908203,27.99532127380371,16.990894317626953,41.96000671386719,40.41480255126953
2010-03-22,40.50454330444336,63.15613555908203,27.829221725463867,16.92572784423828,41.802406311035156,40.44012451171875
2010-03-23,42.16660690307617,64.06485748291016,28.231712341308594,17.161582946777344,42.14914321899414,40.85162353515625
2010-03-24,41.93013381958008,64.48426818847656,28.416988372802734,16.95055389404297,41.77088928222656,40.26919174194336
2010-03-25,41.98418045043945,63.960052490234375,28.327539443969727,17.00640869140625,41.953697204589844,40.27552032470703
2010-03-26,42.1868782043457,64.0998306274414,28.49363899230957,16.959863662719727,41.97892761230469,40.3198356628418
2010-03-29,42.8895378112793,64.30953216552734,28.666149139404297,16.99709701538086,41.953697204589844,40.34516143798828
2010-03-30,42.673343658447266,63.960052490234375,28.717248916625977,17.02813148498535,42.0924072265625,40.30085372924805
2010-03-31,42.46388244628906,63.61052322387695,28.921680450439453,17.068477630615234,41.70783996582031,40.053955078125
2010-04-01,43.234130859375,64.06485748291016,28.768356323242188,17.161582946777344,42.03565979003906,40.110931396484375
2010-04-05,43.90974807739258,64.76387023925781,29.03668975830078,17.025033950805664,41.594390869140625,40.364166259765625
2010-04-06,44.11247634887695,65.00853729248047,29.04307746887207,16.848134994506836,41.852848052978516,39.95267105102539
2010-04-07,43.558433532714844,64.65904998779297,28.908924102783203,16.702285766601562,41.60067367553711,39.56649398803711
2010-04-08,43.565181732177734,64.86875915527344,29.062240600585938,16.68366241455078,41.58808898925781,39.6044807434082
2010-04-09,44.09893798828125,64.72891998291016,29.24112319946289,16.94123649597168,41.83393096923828,39.71210861206055
2010-04-12,45.08538055419922,65.39299011230469,29.38167953491211,16.993999481201172,41.808712005615234,39.693119049072266
2010-04-13,44.720516204833984,66.23181915283203,29.170856475830078,17.07469367980957,41.852848052978516,39.883033752441406
2010-04-14,45.45698547363281,67.62986755371094,29.598888397216797,17.052963256835938,41.789794921875,40.003299713134766
2010-04-15,46.09206008911133,68.15412902832031,29.688335418701172,16.838829040527344,41.777198791503906,39.883033752441406
2010-04-16,45.18671417236328,66.30171966552734,29.273069381713867,17.059171676635742,41.69523239135742,39.78807830810547
2010-04-19,45.26103591918945,66.19685363769531,29.22834014892578,17.16779136657715,41.68263244628906,40.02230453491211
2010-04-20,45.60560989379883,66.40656280517578,29.630842208862305,16.903995513916016,41.5439567565918,40.003299713134766
2010-04-21,45.77452087402344,66.51142120361328,29.82889747619629,16.817108154296875,41.594390869140625,40.2818603515625
2010-04-22,45.896888732910156,66.23181915283203,30.308042526245117,16.854345321655273,40.82527160644531,40.25654220581055
2010-04-23,46.76029586791992,66.65120697021484,30.4869327545166,16.72089958190918,40.79376220703125,40.22488784790039
2010-04-26,48.711490631103516,67.4551010131836,30.838302612304688,16.674348831176758,40.98918533325195,40.47810363769531
2010-04-27,46.59033966064453,65.35806274414062,29.988609313964844,16.407466888427734,40.49116134643555,39.95267105102539
2010-04-28,46.889488220214844,66.23181915283203,30.058883666992188,16.559532165527344,40.818973541259766,40.298431396484375
2010-04-29,48.099613189697266,68.1191635131836,30.998018264770508,16.677452087402344,41.10265350341797,39.67963409423828
2010-04-30,46.29121780395508,65.9172592163086,30.327213287353516,16.587461471557617,41.115264892578125,39.65411376953125
2010-05-03,47.5489387512207,67.31529998779297,30.99163818359375,16.68366241455078,41.41156005859375,39.98583221435547
2010-05-04,45.346214294433594,64.93865203857422,29.937490463256836,16.503671646118164,41.24764633178711,39.367042541503906
2010-05-05,44.843109130859375,63.261016845703125,29.311410903930664,16.65262794494629,41.10265350341797,39.65411376953125
2010-05-06,43.170684814453125,60.4998664855957,28.301990509033203,16.230573654174805,40.78744888305664,38.75461959838867
2010-05-07,42.21889114379883,58.99699783325195,27.80367088317871,16.345399856567383,40.70549774169922,38.47392654418945
2010-05-10,45.33941650390625,63.05128860473633,29.43279457092285,16.770551681518555,41.86546325683594,39.81998062133789
2010-05-11,44.91789627075195,62.911495208740234,29.292247772216797,16.637113571166992,41.953697204589844,39.788082122802734
2010-05-12,46.33200454711914,64.4493637084961,29.94389533996582,16.764352798461914,42.19956970214844,40.20273208618164
2010-05-13,45.48897933959961,63.08623504638672,29.509449005126953,16.599870681762695,41.90959548950195,40.03050231933594
2010-05-14,44.108882904052734,61.65327072143555,29.05584716796875,16.553329467773438,41.651119232177734,39.89653015136719
2010-05-17,43.361026763916016,61.3736686706543,29.030296325683594,16.575044631958008,42.079795837402344,40.43239212036133
2010-05-18,42.95992660522461,60.22026062011719,28.762104034423828,16.47884178161621,41.941097259521484,40.323951721191406
2010-05-19,41.77018356323242,60.325138092041016,28.2089900970459,16.485048294067383,41.6322021484375,40.330322265625
2010-05-20,39.886993408203125,56.83007049560547,26.87764549255371,15.994717597961426,40.257911682128906,39.30324935913086
2010-05-21,40.852386474609375,57.3892822265625,27.057727813720703,16.010234832763672,40.08140182495117,39.45634841918945
2010-05-24,40.26091003417969,55.95630645751953,26.90979766845703,15.969893455505371,39.917484283447266,39.16928482055664
2010-05-25,40.25410079956055,55.74658966064453,26.87764549255371,15.709211349487305,39.646427154541016,38.94599914550781
2010-05-26,40.60763168334961,55.95630645751953,27.08345603942871,15.54162883758545,38.599952697753906,38.556854248046875
2010-05-27,42.19169235229492,58.22808837890625,27.926006317138672,15.898514747619629,39.6527214050293,38.8822021484375
2010-05-28,41.30787658691406,57.14459228515625,27.507938385009766,15.951271057128906,39.646427154541016,38.971527099609375
2010-06-01,40.29491424560547,55.85143280029297,26.948392868041992,15.917135238647461,39.564453125,39.016170501708984
2010-06-02,41.37586975097656,57.14459228515625,27.61085319519043,16.264713287353516,40.3140754699707,39.38618469238281
2010-06-03,41.545833587646484,57.494110107421875,27.823083877563477,16.37022590637207,40.25690460205078,39.42445755004883
2010-06-04,39.26833724975586,54.90775680541992,26.414583206176758,15.91092300415039,39.030818939208984,38.78652572631836
2010-06-07,37.95621109008789,53.85921859741211,25.726390838623047,15.76506519317627,39.21506881713867,38.671695709228516
2010-06-08,38.48649597167969,54.1038818359375,26.00295066833496,16.00092887878418,39.799503326416016,39.641361236572266
2010-06-09,38.622459411621094,53.54469680786133,25.732826232910156,15.935751914978027,39.6978759765625,39.21394348144531
2010-06-10,40.75722122192383,54.802894592285156,26.53676414489746,16.27712059020996,40.55548858642578,39.494632720947266
2010-06-11,40.947566986083984,54.38351058959961,26.575366973876953,16.16445541381836,40.37759017944336,38.92049026489258
2010-06-14,41.47105407714844,53.78932189941406,26.710426330566406,16.120635986328125,40.561824798583984,39.07359313964844
2010-06-15,43.14348602294922,55.187347412109375,27.68159294128418,16.33032989501953,40.80958938598633,39.494632720947266
2010-06-16,43.77576446533203,55.39708709716797,27.495071411132812,16.39917755126953,40.59994888305664,39.035308837890625
2010-06-17,44.156463623046875,55.9598274230957,27.430757522583008,16.386661529541016,40.96839141845703,39.398948669433594
2010-06-18,44.768333435058594,56.10053634643555,27.604415893554688,16.371009826660156,40.70795440673828,39.105472564697266
2010-06-21,44.91789627075195,56.628116607666016,27.61085319519043,16.424213409423828,40.66981506347656,38.9779167175293
2010-06-22,43.585384368896484,55.53774642944336,27.141347885131836,16.417953491210938,40.21242904663086,38.735496520996094
2010-06-23,43.73496627807617,54.13084030151367,26.90979766845703,16.349102020263672,39.85033416748047,39.15651321411133
2010-06-24,43.08230209350586,53.04048156738281,26.369550704956055,16.211397171020508,39.640689849853516,38.831180572509766
2010-06-25,43.99331283569336,52.44253921508789,26.755443572998047,15.72944450378418,38.60520553588867,38.1422119140625
2010-06-28,43.78254699707031,52.75910186767578,26.49817657470703,15.986071586608887,39.361175537109375,38.671695709228516
2010-06-29,41.36907196044922,50.93013000488281,25.295469284057617,15.751348495483398,38.89741897583008,38.480316162109375
2010-06-30,40.83877944946289,50.71910858154297,25.1025333404541,15.685626029968262,38.71957015991211,38.26341247558594
2010-07-01,40.77079772949219,49.66390609741211,24.793804168701172,15.657462120056152,39.08165740966797,37.98271179199219
2010-07-02,40.23371887207031,48.81976318359375,24.780942916870117,15.663715362548828,39.0880126953125,37.88065719604492
2010-07-06,40.66202163696289,49.13631820678711,24.896709442138672,15.782649993896484,39.15789031982422,37.855133056640625
2010-07-07,42.27328109741211,51.42256164550781,25.84858512878418,16.108125686645508,39.977386474609375,38.799285888671875
2010-07-08,42.94633102416992,52.16117477416992,26.19588851928711,16.405433654785156,40.6571159362793,39.520145416259766
2010-07-09,44.00010299682617,52.58324432373047,26.543193817138672,16.39917755126953,40.33948516845703,39.39255142211914
2010-07-12,43.700958251953125,52.512908935546875,26.2537784576416,16.414823532104492,40.491966247558594,39.60945510864258
2010-07-13,45.40739822387695,53.49773406982422,26.91623306274414,16.49932861328125,40.29501724243164,39.80084228515625
2010-07-14,45.346214294433594,53.462547302246094,26.813325881958008,16.53062629699707,40.37759017944336,39.97306823730469
2010-07-15,45.217037200927734,53.638423919677734,26.87764549255371,16.540010452270508,40.12350845336914,40.01774597167969
2010-07-16,43.759307861328125,51.17633056640625,25.84858512878418,16.38979148864746,39.67245101928711,39.54566192626953
2010-07-19,44.34788131713867,51.42256164550781,25.951492309570312,16.358491897583008,39.4183464050293,39.462738037109375
2010-07-20,45.46342849731445,52.54808807373047,26.49817657470703,16.662065505981445,41.12087631225586,39.59670639038086
2010-07-21,45.764549255371094,52.19635009765625,26.453161239624023,16.924957275390625,40.6253662109375,39.28937530517578
2010-07-22,46.53790283203125,53.49773406982422,27.437191009521484,16.981285095214844,40.79053497314453,39.456546783447266
2010-07-23,47.434425354003906,55.25638198852539,27.977458953857422,17.13463592529297,40.94297790527344,39.8037109375
2010-07-26,47.899818420410156,56.7687873840332,28.228267669677734,17.19409942626953,41.27969741821289,40.1959114074707
2010-07-27,47.345455169677734,56.90947341918945,27.932435989379883,17.228527069091797,41.7307243347168,40.55595016479492
2010-07-28,47.71503829956055,56.4522590637207,27.81022071838379,17.175321578979492,41.41944885253906,40.311641693115234
2010-07-29,47.49603271484375,56.80398941040039,27.475791931152344,17.209747314453125,41.222511291503906,39.6494140625
2010-07-30,47.735557556152344,56.69844055175781,27.565826416015625,17.247314453125,41.235225677490234,39.321533203125
2010-08-02,48.6252555847168,57.71845626831055,28.1253719329834,17.654150009155273,41.46391296386719,39.9001579284668
2010-08-03,48.15989303588867,57.68330764770508,27.745908737182617,17.644765853881836,41.78154373168945,38.53715515136719
2010-08-04,48.67316818237305,57.96466827392578,28.286169052124023,17.697965621948242,42.035648345947266,38.286407470703125
2010-08-05,49.2480354309082,58.10538101196289,28.376201629638672,17.641630172729492,41.66083526611328,38.48571014404297
2010-08-06,48.97429656982422,57.85915756225586,28.15110206604004,17.760560989379883,41.864139556884766,38.588592529296875
2010-08-09,49.32332992553711,57.61295700073242,28.228267669677734,17.873226165771484,42.194461822509766,38.82003402709961
2010-08-10,48.87846374511719,57.15570831298828,27.926006317138672,17.832542419433594,42.26434326171875,39.07722091674805
2010-08-11,47.023807525634766,55.22121047973633,26.890518188476562,17.538358688354492,41.57825469970703,38.74932098388672
2010-08-12,46.195701599121094,54.51774978637695,26.556062698364258,17.428823471069336,41.406734466552734,38.569305419921875
2010-08-13,46.544734954833984,54.09568405151367,26.575366973876953,17.441341400146484,41.64812469482422,38.46000289916992
2010-08-16,46.87322235107422,54.377037048339844,26.48531150817871,17.48828125,41.565555572509766,38.427860260009766
2010-08-17,47.72872543334961,54.799163818359375,27.263540267944336,17.563396453857422,41.64179611206055,38.762184143066406
2010-08-18,47.735557556152344,55.22121047973633,27.31083869934082,17.47576904296875,41.62272262573242,39.05790328979492
2010-08-19,47.42076110839844,53.638423919677734,26.410404205322266,17.300508499145508,41.076385498046875,38.69788360595703
2010-08-20,47.126461029052734,52.864627838134766,26.32618522644043,17.306766510009766,41.16532897949219,38.562870025634766
2010-08-23,45.7440071105957,52.37221908569336,26.0152530670166,17.40064811706543,41.178035736083984,38.59502410888672
2010-08-24,44.512123107910156,51.24668884277344,25.48406219482422,17.41943359375,41.15263366699219,38.35713195800781
2010-08-25,44.279449462890625,51.24668884277344,25.147214889526367,17.334932327270508,41.019222259521484,38.36355209350586
2010-08-26,43.76614761352539,51.0004768371582,25.069482803344727,17.262950897216797,40.73970031738281,38.27996826171875
2010-08-27,45.1006965637207,51.73908615112305,25.684879302978516,17.575912475585938,40.733360290527344,38.447139739990234
2010-08-30,44.12202453613281,51.07081985473633,25.173120498657227,17.385009765625,40.40302276611328,38.170677185058594
2010-08-31,44.59425735473633,50.93013000488281,25.30267333984375,17.48828125,40.77146530151367,38.36355209350586
2010-09-01,46.64739990234375,52.79428482055664,26.48165512084961,17.935821533203125,41.53312301635742,38.447139739990234
2010-09-02,46.907466888427734,53.28669357299805,27.21365737915039,17.95772933959961,41.58433151245117,38.620731353759766
2010-09-03,47.96139907836914,54.13084030151367,27.738374710083008,18.014055252075195,41.968360900878906,38.762184143066406
2010-09-07,47.70134353637695,54.30671691894531,27.161840438842773,18.035961151123047,41.910762786865234,38.66573715209961
2010-09-08,48.4130973815918,55.22121047973633,27.33024787902832,18.09855079650879,41.87875747680664,38.81360626220703
2010-09-09,48.34465026855469,55.9598274230957,27.187740325927734,18.242517471313477,42.307586669921875,38.762184143066406
2010-09-10,48.768985748291016,56.2060546875,27.73189353942871,18.31450080871582,42.50603103637695,38.8328971862793
2010-09-13,49.43966293334961,57.15570831298828,28.04930305480957,18.29874038696289,42.403602600097656,38.88433837890625
2010-09-14,49.15906524658203,56.83913803100586,28.204776763916016,18.159988403320312,42.230804443359375,38.98719787597656
2010-09-15,49.36440658569336,57.47226333618164,28.224212646484375,18.106380462646484,42.563621520996094,39.28937530517578
2010-09-16,49.27543640136719,57.50769805908203,28.32785415649414,18.134756088256836,42.634029388427734,39.28937530517578
2010-09-17,50.08298110961914,57.72030258178711,28.386157989501953,18.150524139404297,42.32040023803711,39.19935989379883
2010-09-20,51.15747833251953,58.641536712646484,28.703580856323242,18.279809951782227,42.8132438659668,39.49510955810547
2010-09-21,52.27985382080078,58.53525161743164,28.703580856323242,18.32396125793457,42.538028717041016,39.552974700927734
2010-09-22,52.13611602783203,58.464385986328125,28.29547882080078,18.361799240112305,42.66603469848633,39.7265625
2010-09-23,52.19089889526367,57.18877410888672,28.003969192504883,18.24828338623047,42.109188079833984,39.36009979248047
2010-09-24,54.5656852722168,59.03132629394531,28.800739288330078,18.484779357910156,42.32680130004883,39.63013458251953
2010-09-27,54.435630798339844,58.21636962890625,28.39911460876465,18.478471755981445,42.480411529541016,39.24436950683594
2010-09-28,54.524620056152344,58.251800537109375,28.62584114074707,18.636137008666992,42.742835998535156,38.97434997558594
2010-09-29,54.743629455566406,57.96830749511719,28.528654098510742,18.528926849365234,42.7236442565918,38.73645782470703
2010-09-30,53.847084045410156,57.578556060791016,28.46390151977539,18.4532470703125,42.52522277832031,38.556434631347656
2010-10-01,53.53227233886719,57.96830749511719,28.599931716918945,18.64244270324707,42.88365173339844,38.6785888671875
2010-10-04,52.882102966308594,57.04706573486328,28.250120162963867,18.5667667388916,42.80044174194336,38.550018310546875
2010-10-05,54.339866638183594,58.49982452392578,29.15702247619629,18.812726974487305,43.370086669921875,39.10293197631836
2010-10-06,54.120826721191406,59.881690979003906,29.616954803466797,18.856876373291016,43.594112396240234,39.13508224487305
2010-10-07,53.888153076171875,60.41319274902344,29.461490631103516,18.74335479736328,42.307586669921875,39.09006881713867
2010-10-08,55.00369644165039,60.66123962402344,29.63638687133789,18.733896255493164,42.08357620239258,39.77156448364258
2010-10-11,54.73678207397461,60.094303131103516,29.545717239379883,18.78119659423828,41.93636703491211,39.95158386230469
2010-10-12,54.298744201660156,60.909271240234375,29.506837844848633,18.793804168701172,42.29480743408203,39.874446868896484
2010-10-13,54.94892883300781,61.22813034057617,30.063932418823242,18.901016235351562,42.49961853027344,40.26662826538086
2010-10-14,54.68887710571289,60.802982330322266,29.908456802368164,18.891559600830078,42.65321350097656,40.37592697143555
2010-10-15,54.57936477661133,57.7557487487793,30.115745544433594,18.901016235351562,42.67881393432617,40.35020446777344
2010-10-18,54.91471481323242,57.578556060791016,30.446130752563477,18.919939041137695,42.563621520996094,40.72954177856445
2010-10-19,53.75811767578125,56.94074249267578,29.901992797851562,19.027149200439453,41.86595916748047,40.6202278137207
2010-10-20,54.96946334838867,56.86989974975586,30.063932418823242,19.282569885253906,41.58433151245117,41.05561828613281
2010-10-21,54.2882080078125,57.04706573486328,30.232349395751953,19.38347625732422,41.71875,41.14631652832031
2010-10-22,53.90283966064453,56.90531539916992,30.614564895629883,19.42762565612793,41.60993957519531,41.075035095214844
2010-10-25,54.39830017089844,56.90531539916992,30.789470672607422,19.23842430114746,41.63554763793945,41.165748596191406
2010-10-26,54.12303161621094,57.25965881347656,30.627511978149414,19.310951232910156,41.4691276550293,40.72520065307617
2010-10-27,53.82714080810547,57.0825080871582,30.50444221496582,19.295185089111328,41.13629913330078,40.86772155761719
2010-10-28,53.49681091308594,56.9762077331543,30.51091194152832,19.301498413085938,41.60993957519531,40.93899154663086
2010-10-29,54.08864212036133,56.76360321044922,30.517383575439453,19.336179733276367,41.79555130004883,41.185184478759766
2010-11-01,54.5496940612793,56.51557540893555,30.316577911376953,19.459152221679688,41.95557403564453,41.21756362915039
2010-11-02,54.8799934387207,56.48011779785156,30.601604461669922,19.506460189819336,42.11558532714844,41.47671890258789
2010-11-03,54.9694709777832,56.90531539916992,30.731149673461914,19.534839630126953,41.73154830932617,41.664608001708984
2010-11-04,57.24037170410156,58.49982452392578,31.74819564819336,19.6925048828125,41.82756805419922,42.11162567138672
2010-11-05,57.488094329833984,59.279335021972656,31.9230899810791,19.73349952697754,41.654747009277344,42.11162567138672
2010-11-08,57.1990966796875,59.20845031738281,31.81296157836914,19.695659637451172,41.67394256591797,41.94966506958008
2010-11-09,56.36642074584961,58.88956069946289,31.754674911499023,19.752410888671875,41.79555130004883,41.9885368347168
2010-11-10,56.744903564453125,58.641536712646484,31.631601333618164,19.72403907775879,41.7635498046875,41.83305740356445
2010-11-11,56.73112869262695,57.93287658691406,31.294742584228516,19.802867889404297,41.539527893066406,41.6970100402832
2010-11-12,55.76770782470703,57.578556060791016,30.782991409301758,19.840709686279297,41.373130798339844,41.67757034301758
2010-11-15,56.30447769165039,57.40141677856445,30.828311920166016,19.85332489013672,41.23231506347656,41.651649475097656
2010-11-16,55.3066520690918,56.19667053222656,31.37894058227539,19.575830459594727,40.98908996582031,41.10743713378906
2010-11-17,55.85718536376953,56.01949691772461,31.824176788330078,19.714580535888672,40.925079345703125,40.990821838378906
2010-11-18,57.19219207763672,56.834476470947266,32.42389678955078,20.130815505981445,41.45631790161133,41.47671890258789
2010-11-19,57.78401565551758,57.47226333618164,32.44997024536133,20.282176971435547,41.41792678833008,41.49616241455078
2010-11-22,57.804664611816406,56.79902267456055,32.3652229309082,20.266407012939453,41.41151809692383,41.1786994934082
2010-11-23,56.86189270019531,55.842350006103516,32.33262634277344,20.061439514160156,40.89309310913086,40.563228607177734
2010-11-24,58.27946090698242,56.48011779785156,32.86064910888672,20.373620986938477,41.174686431884766,40.55674743652344
2010-11-26,57.894065856933594,55.98405456542969,32.67812728881836,20.215961456298828,40.899497985839844,40.25225830078125
2010-11-29,57.57754898071289,56.58641815185547,32.54774475097656,20.127050399780273,40.969886779785156,40.25225830078125
2010-11-30,58.21754837036133,56.090362548828125,32.40433883666992,20.057201385498047,41.366737365722656,39.565494537353516
2010-12-01,60.17876434326172,57.7557487487793,33.167022705078125,20.542993545532227,42.32107925415039,40.265201568603516
2010-12-02,60.98390197753906,59.10219192504883,33.36909866333008,20.60649871826172,42.043800354003906,40.40126419067383
2010-12-03,61.50689697265625,59.45652389526367,33.53859329223633,20.4794921875,42.02446365356445,40.381813049316406
2010-12-06,61.38302230834961,59.17303466796875,33.356056213378906,20.31755828857422,41.740726470947266,40.2068977355957
2010-12-07,62.17440414428711,60.34233093261719,33.52555847167969,20.36518096923828,41.708499908447266,40.265201568603516
2010-12-08,61.67204284667969,60.37775802612305,33.48643493652344,20.444562911987305,41.676246643066406,40.576168060302734
2010-12-09,61.70646667480469,60.6966552734375,33.466880798339844,20.58426856994629,41.734275817871094,40.73168182373047
2010-12-10,61.89226531982422,62.7872200012207,33.884090423583984,20.52712059020996,41.85036849975586,40.945457458496094
2010-12-13,63.05522537231445,62.43287658691406,33.89710998535156,20.590618133544922,42.256591796875,40.93899154663086
2010-12-14,63.371761322021484,62.68089294433594,34.24260711669922,20.288984298706055,42.29528045654297,41.172210693359375
2010-12-15,64.08058166503906,61.972251892089844,33.597251892089844,20.55569076538086,42.06961441040039,41.230525970458984
2010-12-16,64.1356201171875,62.9643669128418,34.81623840332031,20.74620246887207,42.398468017578125,41.78770446777344
2010-12-17,63.715877532958984,62.71635055541992,34.542449951171875,20.86050033569336,42.54033660888672,41.9885368347168
2010-12-20,64.20443725585938,62.71635055541992,34.49031066894531,20.736671447753906,42.75959396362305,42.09220886230469
2010-12-21,65.11967468261719,63.42502212524414,34.89448547363281,20.7938232421875,42.17277145385742,42.02742004394531
2010-12-22,65.07841491699219,64.49635314941406,35.018333435058594,20.825578689575195,42.35332107543945,42.07923889160156
2010-12-23,64.99581909179688,64.42493438720703,34.829280853271484,20.822404861450195,42.35977554321289,42.267120361328125
2010-12-27,64.73433685302734,64.96065521240234,34.803192138671875,20.66046905517578,42.18564987182617,41.897830963134766
2010-12-28,64.4728012084961,65.42488861083984,34.88143539428711,20.75255012512207,42.09539794921875,41.956138610839844
2010-12-29,64.53475189208984,65.24633026123047,34.744537353515625,20.7811279296875,42.127628326416016,41.72291564941406
2010-12-30,64.59666442871094,64.96065521240234,34.52290725708008,20.7969970703125,41.992225646972656,41.645172119140625
2010-12-31,64.45219421386719,65.31775665283203,34.65328598022461,20.882728576660156,42.127628326416016,41.67757034301758
2011-01-03,64.78939056396484,65.28203582763672,35.337738037109375,20.708093643188477,42.398468017578125,41.96261978149414
2011-01-04,64.48660278320312,66.46055603027344,34.86188888549805,20.279457092285156,42.17921829223633,42.07923889160156
